total ratings,growth (30 days),growth (60 days),price,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,average rating
2489649,0,0,0,1948969,240394,105409,35133,159742,4.52
2130809,1.1,2.2,0,1611238,199149,97024,49249,174146,4.42
2106646,3.1,6.1,0,1395015,223376,162308,89372,236573,4.16
2019802,1.7,4,0,1547127,199603,81701,40086,151283,4.46
1846774,0,0.1,0,1328780,205957,132587,43542,135905,4.38
1766601,0.4,1.1,0,1250993,217721,110133,47729,140023,4.35
1764361,0.1,0.2,0,1283424,195505,91634,42138,151657,4.37
1598059,0.6,1.3,0,1134818,182498,91764,41597,147380,4.32
1554281,0,0.1,0,1144870,154841,101627,34562,118378,4.4
1501601,0.5,1.2,0,1145978,182946,63576,25434,83665,4.52
1470062,0,0.1,0,1103057,147913,89765,33733,95592,4.45
1436201,0.9,1.9,0,995071,128217,81450,48044,183416,4.19
1396387,1.6,4,0,985581,155580,80239,39673,135312,4.3
1361440,2.4,5,0,1085380,124746,59412,24711,67189,4.57
1356874,0.3,0.6,0,980739,139016,74260,34224,128632,4.33
1295610,0.1,0.1,0,882179,140724,108728,37152,126825,4.25
1196133,1.1,2.3,0,955582,57956,38311,29237,115045,4.43
1118526,0,0.1,0,766927,142855,71542,32533,104666,4.28
1102775,0.3,0.6,0,735070,104078,76513,44104,143009,4.13
1095714,0.2,0.6,0,854689,96820,44328,21320,78554,4.49
899150,0,0.1,0,698783,102210,38544,12825,46785,4.55
892092,0.2,0.4,0,654219,73463,50827,24924,88657,4.32
877117,0.3,0.7,0,601429,77202,54428,31863,112192,4.17
866304,1.8,3.3,0,710761,70913,30344,13566,40718,4.61
840949,0.5,1.2,0,675964,70308,30882,13917,49876,4.56
813695,2.4,5.6,0,621058,72494,40399,19191,60550,4.44
800759,3.1,5.8,0,539850,67137,49703,30873,113194,4.11
733129,0.2,0.4,0,458839,86710,52508,28653,106416,4.04
727876,3.9,9.4,0,568485,98942,22775,9282,28390,4.61
715270,0.7,1.3,0,484521,68171,46819,28077,87680,4.17
694195,0.9,2.2,0,474651,96190,39808,20229,63314,4.29
691090,0.5,1.4,0,480292,55112,39190,26213,90280,4.17
686110,0.7,1.3,0,473468,73783,45676,23297,69883,4.25
685354,2.6,5.5,0,448291,58793,43441,30971,103855,4.05
677946,0.4,0.8,0,445396,79313,39681,20829,92724,4.13
665358,0.1,0.3,0,472497,66341,40741,16780,68997,4.29
644259,0.6,1.2,0,449266,51978,36555,22686,83771,4.18
630441,0,0.1,0,482380,56069,42039,12283,37668,4.48
629925,0.5,1,0,454155,67146,32813,16386,59422,4.33
609871,0.1,0.3,0,434429,43450,29759,16697,85533,4.19
609424,0.7,1.2,0,393372,95095,51869,19200,49885,4.25
575472,0.1,0.3,0,393761,73593,39148,17327,51641,4.29
570996,0.5,1.7,0,377043,51802,33968,18822,89357,4.07
566856,0,0.1,0,414532,60843,36278,12362,42839,4.4
512412,0.1,0.2,0,381140,52953,30070,10827,37419,4.42
505858,6,11.8,0,369494,56878,26564,12990,39930,4.39
505770,2.7,4.4,0,302447,114009,44387,13970,30955,4.27
480534,3.4,7.7,0,337383,44126,26013,16140,56869,4.23
467463,5.2,12.4,0,327473,49760,24705,14224,51298,4.26
463332,0.3,0.5,0,332451,39863,28721,15304,46991,4.29
462906,0.2,0.4,0,320212,50712,28898,14009,49073,4.25
460722,1.7,4.1,0,336699,37855,23690,13194,49280,4.3
441744,0.3,0.3,0,285993,28148,27839,16482,83279,3.94
430958,0.4,0.8,0,291497,44845,28301,15304,51008,4.18
430053,0,0.1,0,308843,37724,23574,10133,49776,4.27
428687,4.1,7.9,0,299906,62661,28735,11268,26114,4.4
425947,0,0.1,0,318636,42682,23672,8476,32478,4.42
423068,0.1,0.1,0,344144,24297,18904,8248,27472,4.53
414887,0.5,1,0,284293,48836,26450,13869,41437,4.25
410324,0.2,0.5,0,294296,54246,19382,10440,31958,4.39
404875,0.2,0.5,0,320084,34079,17379,7821,25509,4.52
398854,1.3,2.6,0,283916,33861,21514,12874,46686,4.24
390401,3.2,7.2,0,281252,39418,19495,10795,39438,4.31
376747,0.6,1.2,0,274839,27177,18307,12764,43657,4.27
374714,2.7,4.4,0,222374,41137,27891,14185,69125,3.89
349979,0.1,0.1,0,244679,42177,25665,10302,27153,4.33
343357,507.6,6.3,0,260028,27945,16167,9055,30159,4.39
337427,1222.4,0.1,0,252837,22770,15576,7353,38887,4.31
336321,2.1,4.1,0,221961,27883,19822,12349,54303,4.04
333556,0.1,0.2,0,282222,18054,10914,5078,17287,4.63
327291,0.4,0.9,0,217200,28806,19493,14099,47691,4.08
314895,0.1,0.1,0,219754,34236,21833,9379,29691,4.29
310671,3988.1,0,0,194742,34157,34686,14266,32818,4.11
309726,0,0.1,0,229611,23950,20203,7653,28306,4.35
307279,0.7,1.4,0,237772,23951,14362,6841,24350,4.44
306001,0.3,0.6,0,191146,23914,18985,12697,59256,3.9
294078,1.8,3.2,0,221499,30240,12197,6830,23309,4.43
293433,0,0.1,0,220616,31054,14868,6476,20417,4.45
292849,0.1,0.1,0,186128,27123,24989,13711,40895,4.04
290482,8.5,13.9,0,228215,28526,11391,5360,16988,4.53
290316,1.4,3.3,0,207040,27639,15989,9117,30529,4.28
289793,0.1,0.2,0,206427,38776,17350,7251,19987,4.4
288523,1,2.4,0,200630,37145,16942,8252,25552,4.31
288296,0,0.1,0,210515,32429,18238,8364,18748,4.41
283643,0.3,0.7,0,198878,26753,17006,8827,32176,4.24
283083,0,0,0,206153,35762,17861,5464,17841,4.44
282767,0.1,0.4,0,201849,41483,14890,5556,18987,4.42
3090015,1.4,3.5,0,2197513,346940,167607,80852,297099,4.32
3058359,0.9,3,0,2161111,627776,161446,30498,77526,4.56
3036543,1.2,2.7,0,2168621,310033,163103,86665,308118,4.3
2865064,0.2,0.3,0,1824530,277421,143410,79199,540502,3.97
2651402,0,0,0,2095189,255607,105070,42048,153486,4.55
2627776,0.5,1,0,1662287,413803,208540,85194,257950,4.19
2347273,0.6,1.6,0,2036165,202498,57362,16059,35187,4.78
2290221,0.3,0.5,0,1590927,277701,120680,60390,240521,4.27
1700340,0.4,1.1,0,1079702,270308,108815,55357,186157,4.18
1499510,0.1,0.2,0,920897,184568,126098,58230,209714,4.03
1458777,0.6,1.5,0,1072932,194462,70817,28636,91928,4.46
1414250,0.6,1.3,0,949393,165921,58186,38884,201863,4.15
1344882,0,0,0,1207169,67472,25539,9616,35085,4.79
1310535,2.8,5.5,0,898437,173883,61375,37136,139701,4.26
1192107,0.1,0.2,0,650035,155963,104328,54750,227029,3.79
1184299,4,7.1,0,917825,103602,25698,14734,122437,4.42
1129245,0.1,0.1,0,817920,126139,56307,24562,104314,4.35
940192,0.1,0.2,0,530178,88429,76918,38609,206056,3.74
894415,1,2.4,0,711091,75560,29620,14436,63706,4.52
893378,1,2,0,661686,125484,46507,15306,44392,4.51
888912,0.6,1.2,0,689105,143328,31599,8349,16529,4.67
879717,0,0.1,0,614942,107557,53384,23680,80151,4.31
867735,1.3,3,0,680760,115190,37602,9941,24240,4.63
823018,0.2,0.3,0,527834,132491,51164,25182,86344,4.2
764089,0,0.1,0,452458,95918,54237,30113,131360,3.93
733065,1.7,3.5,0,538267,91877,37358,16845,48716,4.44
731585,0.1,0.1,0,518701,100187,40822,18492,53380,4.38
673166,0.7,1.2,0,490535,98976,30166,11075,42411,4.46
659860,0.4,0.9,0,435584,76096,44371,24027,79779,4.16
615059,3.2,8.2,0,415341,80209,41936,21261,56309,4.26
612353,0,0,0,413381,54904,36413,16685,90968,4.12
606800,2.8,6.2,0,482059,64562,19124,8204,32848,4.57
602664,0.3,0.3,0,371359,86962,41706,22313,80321,4.07
601033,3,6.1,0,434223,73495,35647,15379,42287,4.4
592516,0.2,0.5,0,368968,82889,44593,22132,73931,4.1
584420,0.9,1.8,0,437905,75187,24549,12849,33928,4.49
560996,0.7,1.5,0,368450,95209,40128,15092,42114,4.31
557980,0.1,0.2,0,408426,51219,33933,13281,51119,4.35
557678,0.1,0.2,0,395376,92349,34466,9098,26387,4.47
549568,2.6,6.3,0,376330,32939,27685,18898,93714,4.05
535690,2.1,4.5,0,286540,75309,38217,46234,89388,3.79
524507,0,0,0,345199,79203,36302,14363,49438,4.25
519855,0.1,0.2,0,325098,79717,38069,14732,62237,4.14
515935,0.1,0.1,0,394272,59478,21340,8264,32579,4.5
514153,0,0,0,317140,65184,37777,15167,78882,4.02
504405,1.1,2.4,0,295070,54216,36963,22038,96115,3.85
501231,0.3,0.6,0,333980,35511,25453,18255,88029,4.02
499642,0.3,0.7,0,284574,37945,34544,29367,113209,3.7
496856,0.1,0.1,0,425997,18186,11837,7128,33704,4.6
491526,4.3,9.7,0,360435,39377,14664,6116,70931,4.25
487690,2.7,5.3,0,342489,39379,26841,17272,61706,4.2
484315,1.2,2.3,0,359826,44683,22541,12439,44823,4.37
474452,0,0,0,321908,49659,26027,13408,63447,4.17
469934,2,4.1,0,320973,76889,29167,12778,30125,4.37
469414,0.7,1.4,0,276126,47808,34422,21753,89303,3.85
465589,0.4,0.9,0,316930,50467,30028,16670,51492,4.21
465165,0.2,0.4,0,317704,58750,28210,14445,46054,4.26
462235,0.2,0.4,0,264212,79868,54932,16867,46353,4.08
458582,0.1,0.1,0,317991,44577,24907,15102,56002,4.21
457866,3.5,12.7,0,323588,46196,21070,10973,56037,4.25
446215,0.5,1,0,298948,53447,24286,15434,54097,4.18
427450,0.6,1.6,0,270588,60255,26791,14584,55230,4.11
424777,4.1,8.6,0,218783,120985,59637,10358,15013,4.22
419401,0.1,0.4,0,238298,95746,55750,10819,18786,4.25
403927,0.5,0.9,0,282799,60134,21684,9106,30202,4.38
401487,1.8,4.3,0,323804,42745,13972,5158,15805,4.63
400588,2.3,4.8,0,269917,46353,25781,15223,43312,4.21
398383,0,0,0,272948,44010,26048,11484,43890,4.23
392609,0.1,0.2,0,284184,46862,22881,9182,29496,4.39
391022,0,0,0,195925,104411,60059,10828,19796,4.14
389377,1,2.2,0,290064,43165,17052,9120,29974,4.42
389176,2.4,5.9,0,290167,64286,17766,5138,11817,4.58
382307,0.1,0.1,0,269576,48192,18205,9375,36957,4.32
380937,2.2,4,0,245027,50665,23299,12378,49564,4.13
380879,0,0.1,0,265737,49292,22536,8318,34994,4.32
371769,0,0,0,227683,52484,24488,13868,53244,4.04
371124,0.4,0.7,0,212711,37580,26435,17177,77218,3.79
369149,0.4,1,0,238596,60578,26473,12932,30568,4.26
366181,0,0.1,0,249473,56087,24885,9065,26668,4.35
364362,2.6,5.6,0,316322,29431,7695,2818,8094,4.76
360378,1.9,4.2,0,236472,42503,20882,12028,48492,4.13
359428,0.3,0.6,0,225185,33782,22998,15652,61808,3.96
354599,1,2.7,0,296919,34870,11822,3987,6998,4.72
349814,0.3,0.6,0,220377,57509,24118,13168,34639,4.19
331238,3.4,6.7,0,239093,37683,16572,6086,31802,4.35
330007,4.8,11.4,0,273260,31253,9983,4310,11199,4.67
325556,0.4,0.9,0,216352,36278,22265,12368,38291,4.17
323021,7,28.6,0,253071,27987,12863,6654,22443,4.49
317688,1.5,3.3,0,230293,44455,15656,5913,21369,4.44
316634,0.9,2,0,244928,27864,12327,7458,24054,4.46
316501,0.1,0.3,0,218341,30095,17165,10341,40556,4.19
311571,0,0.1,0,232822,42504,15496,5361,15386,4.51
308602,2.9,7,0,231932,26011,13902,8361,28393,4.38
306172,11.8,29.6,0,266030,14957,7811,3814,13557,4.69
302010,0.1,0.1,0,214414,39653,18916,8348,20676,4.39
300944,0,0,0,159647,45106,29604,12623,53962,3.81
300560,4.3,11.4,0,212457,22406,14084,11138,40472,4.18
297467,0,0.1,0,139765,90397,40260,10035,17008,4.1
297258,3.2,7.8,0,195836,36696,23130,11455,30137,4.2
296313,1.4,3.4,0,201952,39325,15689,7752,31593,4.26
8241702,0.9,1.8,0,6537535,816099,324906,128958,434201,4.56
5518439,0.3,0.6,0,3413004,653944,379636,219214,852638,4.01
5193030,0.3,0.6,0,3473565,875228,346136,142139,355958,4.34
3541983,1.2,2.6,0,2259432,598555,306591,108585,268817,4.26
3486810,0.6,1.4,0,2550187,493432,195669,67945,179574,4.48
3401011,0.3,0.7,0,2515746,553578,155659,53458,122568,4.55
3204434,1.5,2.9,0,2547635,328573,148495,51729,127999,4.6
2726952,0.6,1.4,0,2049299,285133,128617,62709,201191,4.44
2225296,0.2,0.3,0,1432062,447668,215802,52311,77452,4.4
1812721,2.8,5.8,0,1409418,141546,76562,43345,141847,4.45
1624306,1,2.3,0,1051435,185029,105112,61307,221420,4.1
1574955,0.3,0.7,0,1124369,258869,86413,27249,78052,4.48
1507247,0.3,0.7,0,1095247,168839,78386,38848,125925,4.37
1485179,0.1,0.1,0,945229,165319,112969,56289,205369,4.07
1378733,0.3,0.6,0,920352,243322,83648,39032,92376,4.35
1366714,1.4,3.2,0,876746,193857,102948,49538,143622,4.18
1359519,0.1,0.3,0,890317,241086,115756,30238,82120,4.34
1298159,2.3,5.1,0,1084764,98243,35587,17455,62108,4.64
1222131,0.8,1.9,0,1020476,84508,44791,19334,53020,4.64
1187879,0.9,1.7,0,838441,84294,59640,42905,162595,4.17
1187376,1.3,2.5,0,865432,180755,84718,19565,36904,4.53
1152884,5.2,11.2,0,833557,101693,57332,36121,124178,4.29
1138214,11.7,23.2,0,936733,62918,33537,20969,84053,4.54
1110707,0.6,1.1,0,710871,126433,77606,44549,151246,4.08
1106294,0.3,0.8,0,620225,164958,116433,56032,148644,3.95
1091964,4.1,11,0,768323,113034,57837,32237,120530,4.26
1031506,11.5,27.3,0,714827,102088,55524,32247,126818,4.21
1019979,1.4,3.2,0,602531,214441,89303,44417,69285,4.21
1009271,2.4,5.8,0,723826,186866,59318,15129,24129,4.56
1000601,0.2,0.5,0,653921,112635,65545,34291,134207,4.12
999265,11.7,44.7,0,769360,150116,44200,11560,24026,4.63
992624,0.2,0.5,0,632974,109571,69100,37585,143392,4.06
976973,0,0,0,631649,161085,82640,34408,67189,4.29
965532,0,0.1,0,629367,196151,78744,17126,44141,4.4
946692,0.4,1,0,721941,131666,51965,13852,27266,4.59
930110,0.1,0.6,0,623396,98016,82079,36424,90192,4.21
910644,1.6,3.6,0,693195,123661,44353,16973,32459,4.57
897328,0.8,1.5,0,638623,72400,46145,29770,110388,4.22
872791,0.6,1,0,495658,136337,78707,40476,121610,3.97
872608,2,3.5,0,710037,80057,39919,13296,29297,4.64
840787,6.7,14.6,0,633197,78316,36911,20426,71935,4.4
832322,3.5,6.7,0,647116,79736,38264,18788,48415,4.51
819400,1.5,3.1,0,578026,113072,52409,22562,53328,4.39
817146,1.6,3.6,0,467935,143562,74783,36617,94246,4.05
807582,0.5,1,0,612472,105758,44061,14700,30589,4.55
759462,0.3,0.7,0,508981,89230,52821,25681,82747,4.21
738803,4.7,10.4,0,514756,70894,42503,24374,86273,4.22
724257,0.3,0.6,0,509616,79114,46744,20563,68218,4.3
716198,3,6.2,0,480432,66906,44275,28429,96154,4.13
716086,1.7,2.2,0,500573,102370,44792,18880,49469,4.38
707424,0.1,0.3,0,442694,64472,56316,28682,115258,3.98
706898,0.2,0.4,0,493555,133161,49616,9475,21088,4.51
692265,1.3,2.6,0,520257,77627,32945,14479,46953,4.46
681764,3.7,9,0,525194,61806,27709,14709,52343,4.46
678641,0.1,0.1,0,459478,71873,40880,21094,85314,4.18
669840,0.1,0.2,0,463284,85669,54821,19456,46607,4.34
661417,0.2,0.3,0,542466,52916,28121,9989,27922,4.62
647291,0.2,0.4,0,469757,56675,36752,18246,65859,4.31
647179,4.8,10,0,488177,52300,28234,16370,62095,4.37
636844,0.6,1.5,0,468935,71311,38696,16770,41129,4.43
633586,0.4,0.9,0,400796,72390,44424,24026,91947,4.05
620412,1.7,3.9,0,463465,57940,27201,15573,56231,4.38
620223,547.4,0.9,0,377280,68412,41881,28491,104156,3.95
617523,0.3,0.7,0,396351,65978,37579,23264,94348,4.05
604104,0,0,0,459073,69877,33318,11468,30366,4.52
603782,0.1,0.4,0,422761,71251,45132,18764,45872,4.34
585446,5.4,12.4,0,418289,65048,36692,17378,48037,4.35
571717,0.1,0.2,0,465050,68241,16339,6364,15721,4.68
551276,0.1,0.2,0,427133,50463,31390,12089,30198,4.51
549615,0.7,1.7,0,379443,83202,31636,14528,40804,4.36
545476,4.7,9.1,0,422460,43970,20373,12679,45991,4.44
501264,0,0,0,248598,40017,38768,33163,140716,3.44
485173,0.6,1.2,0,326657,55914,31333,17527,53739,4.2
479602,0.3,0.7,0,320822,62713,35119,15528,45418,4.25
473108,0.4,0.8,0,355701,62419,22120,8720,24145,4.52
471115,3.1,7.4,0,347260,46137,22110,12097,43508,4.36
453899,1.1,2.3,0,282985,62118,32292,15532,60970,4.08
450705,0.9,1.7,0,284990,49372,31347,20301,64693,4.04
447104,0.5,1.3,0,307948,48863,25752,14540,49999,4.23
447068,2.9,6.1,0,304413,47096,26159,15157,54241,4.19
446372,0.2,0.8,0,304208,51235,35792,15611,39523,4.27
443024,0.5,1.2,0,291648,49212,26985,15391,59786,4.12
441554,0.3,0.9,0,357642,53019,17556,4551,8783,4.69
425625,1,2.2,0,274945,62760,32716,13930,41272,4.21
425277,0,0.1,0,257308,80317,35472,14808,37370,4.19
424968,2.5,5.6,0,300551,62248,29322,9764,23081,4.43
423399,0.3,0.8,0,269629,37649,30249,18869,66999,4
420829,0.3,0.7,0,288173,68381,28995,11287,23990,4.39
416135,2.3,4.1,0,245092,47239,35489,24138,64175,3.93
412100,0.8,1.6,0,351636,29727,10907,5278,14549,4.7
406254,2,4.5,0,300806,32924,17358,10257,44905,4.32
404025,0.5,1.1,0,263927,37192,24222,15468,63213,4.05
403098,0.9,2.4,0,312933,39101,19132,9003,22927,4.51
400719,0.2,0.4,0,266540,57248,28699,14529,33701,4.27
398841,0.7,1.4,0,284071,52165,24032,11095,27475,4.39
392326,0,0.1,0,273173,42951,26785,11070,38345,4.28
385620,0,0,0,252669,52719,29078,13880,37271,4.22
384264,1.3,2.5,0,312380,38777,15048,6497,11560,4.65
383441,0.1,0.2,0,242035,75032,36866,8459,21047,4.33
379807,3.4,6.8,0,251581,70390,25635,10303,21896,4.37
13374620,0,0.1,0,10064893,1456557,649320,268502,935345,4.45
7280320,1.1,2.2,0,4948104,836607,388832,190712,916062,4.2
6779161,0.4,0.9,0,4480503,844263,462636,219496,772261,4.19
6173868,1.5,4.3,0,4315624,614928,324602,175004,743707,4.23
4566390,1.7,3.9,0,3513113,698774,189314,54583,110603,4.63
2983855,0.3,0.8,0,2128566,387636,163976,68226,235449,4.38
2926717,0.1,0.3,0,2168204,458751,175709,38525,85526,4.57
2916874,0.5,1.1,0,2047055,342682,155762,75373,296000,4.29
2877308,0.7,0,0,2120943,387731,130299,54191,184141,4.46
2839251,1.9,3.8,0,1949415,292373,166477,89363,341621,4.2
2637735,6.8,15,0,1902637,289281,154916,70061,220839,4.36
2544608,2.2,4.5,0,1805981,369736,161120,59393,148375,4.42
2369845,0.4,1,0,1558217,301703,138521,76059,295342,4.16
2267369,0.4,0.7,0,1736140,337201,109127,26236,58663,4.62
2221308,0.5,1.2,0,1567726,211399,117803,62077,262301,4.24
1975028,0.4,0.7,0,1202833,428030,147116,53461,143586,4.26
1973922,1,1.8,0,1450422,234305,95634,40048,153511,4.41
1913145,2.1,4.2,0,1368588,171295,107679,58643,206939,4.27
1737476,3.4,5.1,0,1271467,191908,93271,39101,141727,4.39
1698878,1.8,3.9,0,1122300,149152,87025,52611,287788,4.04
1670695,0.5,1.4,0,1170264,224059,124885,42450,109035,4.38
1646405,9.2,18.5,0,1084832,178726,87616,56943,238286,4.1
1630006,0,0.1,0,1140776,167334,92821,35212,193860,4.24
1473444,0.1,0.3,0,1018895,187338,121516,37415,108277,4.34
1374907,0,0.1,0,957213,208771,95946,28198,84776,4.4
1255309,0.6,1.2,0,836586,130760,80604,43473,163882,4.14
1209408,1.7,2.7,0,840179,174819,72389,27673,94345,4.36
1204097,0.8,1.8,0,763810,136170,90270,53281,160563,4.07
1167800,0.1,0.3,0,848656,152103,74299,24350,68389,4.45
1112243,2.1,4.1,0,746459,140841,69957,32913,122070,4.22
1093549,0.2,0.3,0,698205,151796,88943,39290,115313,4.17
1041360,0.1,0.3,0,726536,116882,76533,27655,93752,4.3
1031413,4.9,12.1,0,667816,182678,77169,26048,77700,4.3
1021104,0.5,0.8,0,650483,127851,66627,36368,139772,4.09
1003990,0.5,1.1,0,798902,106809,40829,15528,41919,4.6
952511,0.1,0.3,0,628791,108612,73307,34015,107783,4.17
896935,0.1,0.1,0,621903,93540,47773,20912,112805,4.22
896639,0.6,1.2,0,499764,91218,72895,43320,189440,3.75
894469,1,1.8,0,611806,90171,54192,30113,108185,4.19
875100,0.4,0.9,0,667500,88478,43118,20009,55992,4.48
839113,0.1,0.3,0,544480,99053,59286,31136,105155,4.13
813844,0.6,1.1,0,534811,86210,55940,30031,106850,4.12
787156,0.2,0.4,0,559282,61134,40872,25287,100578,4.21
771501,1.6,3.2,0,509381,94586,51094,23586,92850,4.17
763774,0.1,0.2,0,530939,101437,47205,16616,67574,4.32
759841,0.3,0.6,0,466780,153192,62122,21406,56338,4.25
730505,0.3,0.6,0,434487,68636,55186,33165,139028,3.86
730171,1.1,2.2,0,524546,102085,39971,15137,48431,4.42
727758,0.1,0.3,0,484762,85323,49734,23192,84744,4.18
708388,0.1,0.2,0,527257,72076,42467,13397,53188,4.42
